timestamp,date,latitude,longitude
1565713025,"2019-08-13 16:17:05",38.853757,-77.39304
1565713034,"2019-08-13 16:17:14",38.853274,-77.39576
1565713039,"2019-08-13 16:17:19",38.85302,-77.397227
1565713044,"2019-08-13 16:17:24",38.852717,-77.39874
1565713050,"2019-08-13 16:17:30",38.852352,-77.40065
1565713055,"2019-08-13 16:17:35",38.852026,-77.402369
1565713060,"2019-08-13 16:17:40",38.851712,-77.404159
1565713066,"2019-08-13 16:17:46",38.851318,-77.406296
1565713072,"2019-08-13 16:17:52",38.850905,-77.408479
1565713078,"2019-08-13 16:17:58",38.850514,-77.410771
1565713084,"2019-08-13 16:18:04",38.850083,-77.413093
1565713090,"2019-08-13 16:18:10",38.849681,-77.415367
1565713095,"2019-08-13 16:18:15",38.849359,-77.417223
1565713100,"2019-08-13 16:18:20",38.849006,-77.419082
1565713105,"2019-08-13 16:18:25",38.848686,-77.420947
1565713110,"2019-08-13 16:18:30",38.848405,-77.422722
1565713115,"2019-08-13 16:18:35",38.848058,-77.424445
1565713120,"2019-08-13 16:18:40",38.847746,-77.426162
1565713126,"2019-08-13 16:18:46",38.847347,-77.42826
1565713132,"2019-08-13 16:18:52",38.846987,-77.430319
1565713137,"2019-08-13 16:18:57",38.846708,-77.431973
1565713143,"2019-08-13 16:19:03",38.846298,-77.433915
1565713149,"2019-08-13 16:19:09",38.845725,-77.435813
1565713155,"2019-08-13 16:19:15",38.844986,-77.437658
1565713161,"2019-08-13 16:19:21",38.844137,-77.439448
1565713166,"2019-08-13 16:19:26",38.843268,-77.440871
1565713172,"2019-08-13 16:19:32",38.84214,-77.44238
1565713177,"2019-08-13 16:19:37",38.841122,-77.443532
1565713182,"2019-08-13 16:19:42",38.840026,-77.444539
1565713187,"2019-08-13 16:19:47",38.838958,-77.445508
1565713192,"2019-08-13 16:19:52",38.837861,-77.446476
1565713198,"2019-08-13 16:19:58",38.836583,-77.447652
1565713203,"2019-08-13 16:20:03",38.835463,-77.448599
1565713209,"2019-08-13 16:20:09",38.834171,-77.449796
1565713215,"2019-08-13 16:20:15",38.8328,-77.45097
1565713220,"2019-08-13 16:20:20",38.831666,-77.452
1565713225,"2019-08-13 16:20:25",38.83052,-77.452998
1565713231,"2019-08-13 16:20:31",38.829179,-77.454213
1565713236,"2019-08-13 16:20:36",38.828043,-77.455234
1565713241,"2019-08-13 16:20:41",38.826949,-77.456358
1565713247,"2019-08-13 16:20:47",38.825641,-77.457802
1565713252,"2019-08-13 16:20:52",38.824537,-77.459092
1565713258,"2019-08-13 16:20:58",38.823288,-77.460687
1565713263,"2019-08-13 16:21:03",38.822342,-77.462082
1565713268,"2019-08-13 16:21:08",38.821444,-77.463492
1565713274,"2019-08-13 16:21:14",38.820416,-77.465272
1565713280,"2019-08-13 16:21:20",38.819407,-77.467146
1565713285,"2019-08-13 16:21:25",38.818638,-77.468751
1565713291,"2019-08-13 16:21:31",38.817814,-77.470699
1565713296,"2019-08-13 16:21:36",38.81715,-77.472387
1565713301,"2019-08-13 16:21:41",38.816492,-77.474051
1565713306,"2019-08-13 16:21:46",38.81586,-77.475707
1565713311,"2019-08-13 16:21:51",38.815164,-77.477401
1565713317,"2019-08-13 16:21:57",38.814397,-77.479379
1565713322,"2019-08-13 16:22:02",38.813761,-77.481025
1565713328,"2019-08-13 16:22:08",38.812966,-77.483041
1565713333,"2019-08-13 16:22:13",38.81234,-77.484678
1565713338,"2019-08-13 16:22:18",38.811663,-77.486355
1565713344,"2019-08-13 16:22:24",38.810864,-77.488364
1565713349,"2019-08-13 16:22:29",38.810209,-77.49004
1565713355,"2019-08-13 16:22:35",38.809451,-77.49203
